battery_current_A,battery_voltage_V,state_of_charge_percent,ambient_temperature_C,battery_temperature_C,coolant_inlet_temperature_C,coolant_flow_rate_kg_s,coolant_pressure_Pa,nanoparticle_concentration_percent,reynolds_number,heat_transfer_coefficient_W_m2K,microchannel_width_mm,microchannel_height_mm,discharge_rate_C,max_battery_temperature_C,temperature_rise_C,thermal_risk_score,thermal_risk_label,hotspot_risk_score
3.856,4.035,47.19,25.27,27.46,18.81,0.02919,118125.9,4.149,8000.0,21012.77,0.66,0.423,0.735,25.92,0.65,0.0,NORMAL,0.0
6.684,3.589,80.88,33.51,37.68,22.25,0.01137,138494.2,0.157,8000.0,20478.36,0.437,0.748,1.773,38.32,4.81,21.77,NORMAL,6.53
4.442,3.681,77.12,22.24,27.13,19.77,0.03442,180218.4,3.358,8000.0,20908.93,0.544,0.529,1.026,22.24,0.0,0.0,NORMAL,0.0
3.95,3.384,49.27,20.75,24.44,19.94,0.0166,118526.9,0.171,8000.0,20497.4,0.879,0.637,1.249,22.0,0.0,0.0,NORMAL,0.0
8.54,3.932,23.21,38.91,44.91,32.08,0.01765,105207.5,4.642,8000.0,20891.81,0.819,0.457,3.069,47.8,8.88,66.05,HIGH,47.75
4.228,3.827,18.77,25.51,29.72,20.01,0.03145,113359.6,2.136,8000.0,20661.18,0.532,0.62,0.95,27.02,1.51,0.0,NORMAL,0.0
4.675,3.347,81.54,29.08,33.24,19.27,0.03792,119411.3,1.597,8000.0,20663.32,0.455,0.782,0.573,30.89,1.81,0.0,NORMAL,0.0
7.406,3.483,73.25,33.23,41.62,28.05,0.01225,98927.2,0.866,8000.0,20635.53,0.439,0.546,1.362,37.78,4.55,19.04,NORMAL,8.95
9.655,3.511,50.48,34.87,46.79,28.68,0.00881,101846.4,3.388,8000.0,20860.76,0.564,0.774,3.524,45.89,11.02,65.31,HIGH,52.78
4.831,3.815,22.25,27.0,31.73,24.97,0.02332,86281.8,4.099,8000.0,20886.19,0.483,0.692,1.152,28.59,1.59,0.0,NORMAL,0.05
1.89,3.221,79.61,21.78,25.29,19.66,0.03347,106752.4,0.542,8000.0,20533.83,0.645,0.343,0.818,22.1,0.32,0.0,NORMAL,0.0
11.564,3.783,42.32,40.3,52.19,36.55,0.00649,188835.4,4.911,8000.0,20893.51,0.405,0.338,4.3,57.27,16.97,100.0,CRITICAL,76.98
5.905,3.457,79.9,28.46,33.85,27.54,0.02948,153349.1,0.403,8000.0,20396.77,0.636,0.729,1.119,30.01,1.55,0.0,NORMAL,0.0
7.599,4.109,72.93,33.66,39.86,32.9,0.01312,119713.9,3.92,8000.0,20802.06,0.697,0.349,2.16,39.75,6.08,24.9,NORMAL,22.49
7.339,4.022,93.71,39.22,47.14,28.91,0.00852,176139.1,0.343,8000.0,20425.84,0.318,0.339,2.748,47.91,8.68,62.11,HIGH,45.46
4.728,3.759,16.11,33.5,38.24,23.82,0.02597,151898.6,1.041,8000.0,20734.35,0.579,0.432,1.72,36.91,3.41,12.66,NORMAL,6.31
2.272,3.498,67.9,24.13,26.29,18.32,0.01744,102372.9,0.789,8000.0,20615.47,0.883,0.605,0.955,24.13,0.0,0.0,NORMAL,0.0
4.984,3.464,81.33,26.67,31.48,20.53,0.03431,154558.4,0.846,8000.0,20651.25,0.504,0.372,0.555,27.62,0.95,0.0,NORMAL,0.0
7.982,3.259,36.23,34.5,41.06,23.33,0.02929,192285.9,4.288,8000.0,20956.06,0.925,0.634,1.04,39.1,4.6,27.95,CAUTION,9.34
5.486,3.582,76.32,31.27,35.22,23.09,0.0134,89189.6,3.315,8000.0,20788.78,0.348,0.305,2.074,34.87,3.6,4.82,NORMAL,16.59
11.433,3.348,36.8,38.26,48.2,39.71,0.00671,198840.1,4.859,8000.0,20960.3,0.775,0.748,3.636,54.42,16.16,100.0,CRITICAL,69.37
7.99,3.829,67.15,34.8,41.47,26.29,0.01151,130905.1,1.112,8000.0,20463.46,0.628,0.35,1.155,40.76,5.96,36.99,CAUTION,28.79
3.458,4.062,71.25,26.35,29.24,21.43,0.03609,138646.6,0.951,8000.0,20545.79,0.821,0.347,0.593,27.21,0.86,0.0,NORMAL,0.0
2.473,3.278,90.56,25.04,27.68,24.99,0.02038,82737.0,0.826,8000.0,20522.95,0.666,0.373,0.54,25.04,0.0,0.0,NORMAL,0.0
6.763,4.094,95.58,25.79,31.68,29.4,0.0137,111689.3,4.172,8000.0,20771.77,0.431,0.709,1.439,27.78,1.99,0.0,NORMAL,0.51
4.225,3.604,99.71,25.47,30.19,24.05,0.02432,125221.3,1.658,8000.0,20714.98,0.888,0.26,1.452,27.18,1.71,0.0,NORMAL,0.0
9.805,3.228,72.45,38.49,48.74,29.25,0.01194,196148.4,2.992,8000.0,20779.91,0.925,0.456,3.801,50.01,11.52,74.01,HIGH,51.57
4.962,3.284,62.1,27.89,33.39,26.05,0.01777,168603.6,1.735,8000.0,20768.23,0.811,0.673,1.334,30.41,2.52,0.0,NORMAL,0.0
1.348,3.2,71.45,29.1,28.18,18.06,0.01846,192684.4,2.703,8000.0,20861.42,0.57,0.222,0.502,31.23,2.14,0.0,NORMAL,0.0
8.933,3.792,77.26,29.11,37.26,24.96,0.01237,167880.1,3.449,8000.0,20995.47,0.439,0.514,1.294,35.83,6.73,3.99,NORMAL,5.43
8.879,3.47,83.42,30.49,39.81,22.94,0.01729,181717.3,0.592,8000.0,20651.54,0.363,0.212,1.531,36.65,6.16,15.26,NORMAL,28.55
12.585,3.668,36.18,39.24,51.85,31.37,0.00692,83808.4,4.517,8000.0,20977.28,0.834,0.513,4.458,57.87,18.63,100.0,CRITICAL,78.08
3.326,3.929,73.8,27.42,30.03,23.89,0.03475,183718.0,1.543,8000.0,20646.22,0.471,0.665,0.998,29.33,1.91,0.0,NORMAL,0.0
8.583,3.619,27.28,28.78,37.66,27.0,0.02418,177581.9,0.823,8000.0,20539.99,0.732,0.61,2.357,32.85,4.07,0.0,NORMAL,0.0
3.215,3.397,19.28,20.2,24.77,24.92,0.03447,151259.2,3.938,8000.0,20992.04,0.873,0.227,1.06,22.0,0.0,0.0,NORMAL,0.0
6.166,4.038,81.39,34.9,41.26,26.72,0.02916,164199.6,4.982,8000.0,20920.04,0.639,0.312,1.257,38.94,4.04,25.34,CAUTION,16.76
3.65,3.406,62.22,25.74,27.12,20.87,0.01611,172643.6,1.659,8000.0,20663.61,0.746,0.267,1.483,27.18,1.44,0.0,NORMAL,0.0
12.251,3.925,52.84,31.67,43.75,33.65,0.01285,86119.6,2.058,8000.0,20713.49,0.496,0.45,3.139,42.31,10.64,45.14,CAUTION,46.52
14.591,3.888,45.84,37.59,51.73,36.63,0.01048,109865.0,0.937,8000.0,20595.94,0.591,0.521,4.386,56.83,19.24,100.0,CRITICAL,71.21
5.002,4.001,33.01,27.73,31.97,27.73,0.01006,192600.7,0.117,8000.0,20378.83,0.601,0.383,1.825,30.94,3.21,0.0,NORMAL,11.54
4.808,3.646,62.76,34.31,40.74,29.13,0.02247,116047.3,0.671,8000.0,20564.99,0.697,0.6,2.291,39.05,4.74,26.95,CAUTION,16.76
4.949,4.129,17.67,27.75,30.87,23.69,0.02623,92412.2,4.781,8000.0,20958.94,0.698,0.219,1.127,30.79,3.04,0.0,NORMAL,0.0
7.522,3.321,72.7,29.73,37.19,28.31,0.01458,161976.5,4.42,8000.0,21034.06,0.606,0.267,1.75,33.97,4.24,1.61,NORMAL,12.21
4.513,3.737,53.88,20.16,24.66,19.25,0.03978,125557.5,3.989,8000.0,20987.79,0.322,0.252,0.612,22.0,0.0,0.0,NORMAL,0.0
7.683,3.907,66.75,29.81,36.53,23.1,0.01217,179105.8,4.703,8000.0,20904.02,0.663,0.556,1.782,34.59,4.78,3.04,NORMAL,10.13
3.312,4.065,12.84,23.78,27.46,23.69,0.0393,149443.8,3.161,8000.0,20901.29,0.607,0.223,1.297,25.86,2.08,0.0,NORMAL,0.0
6.03,3.849,43.69,29.82,37.2,25.58,0.02391,199025.2,1.969,8000.0,20640.88,0.765,0.35,1.235,33.24,3.42,0.0,NORMAL,0.0
4.43,3.862,45.97,26.52,30.38,22.74,0.02527,165921.1,1.305,8000.0,20590.47,0.426,0.792,0.671,27.0,0.48,0.0,NORMAL,0.0
8.29,4.162,62.0,28.51,36.01,29.24,0.01347,157976.5,3.79,8000.0,20885.21,0.996,0.381,2.004,33.86,5.35,0.0,NORMAL,0.0
6.876,3.611,91.17,32.69,38.78,27.76,0.02881,139277.3,3.448,8000.0,20892.35,0.952,0.349,1.595,36.59,3.9,6.63,NORMAL,2.1
1.615,3.734,74.51,25.5,26.11,23.48,0.03583,87695.9,2.443,8000.0,20651.78,0.823,0.532,0.772,25.57,0.07,0.0,NORMAL,0.0
2.978,3.874,82.55,23.02,26.17,21.54,0.03626,83933.7,3.113,8000.0,20852.58,0.539,0.204,1.353,23.02,0.0,0.0,NORMAL,0.0
11.304,3.469,78.29,32.86,42.07,33.15,0.01916,169857.3,3.215,8000.0,20799.94,0.693,0.287,2.698,40.81,7.95,36.85,CAUTION,35.89
4.361,3.587,27.6,29.58,33.58,29.96,0.01462,171303.4,2.208,8000.0,20671.85,0.665,0.686,1.594,32.17,2.6,0.0,NORMAL,6.92
1.543,3.888,56.21,23.14,25.62,20.63,0.01831,105212.7,1.027,8000.0,20514.02,0.824,0.336,1.349,23.14,0.0,0.0,NORMAL,0.0
3.537,3.594,76.15,23.37,26.7,24.67,0.02875,146199.5,1.091,8000.0,20637.11,0.605,0.29,0.909,23.66,0.29,0.0,NORMAL,0.0
4.484,4.109,58.22,21.12,23.8,20.28,0.03133,119314.5,0.639,8000.0,20632.66,0.643,0.251,1.069,22.0,0.12,0.0,NORMAL,0.0
5.321,3.769,95.45,30.98,35.85,23.31,0.0281,168139.8,0.652,8000.0,20448.71,0.827,0.468,1.622,33.89,2.91,0.0,NORMAL,0.0
4.205,3.894,56.63,34.0,39.22,28.03,0.01834,178344.4,1.985,8000.0,20610.01,0.597,0.741,2.344,37.87,3.87,20.09,NORMAL,14.86
4.383,3.362,59.31,22.55,25.94,20.5,0.03343,132995.5,1.103,8000.0,20533.27,0.833,0.36,1.154,22.55,0.0,0.0,NORMAL,0.0
8.73,4.17,20.79,34.67,43.06,29.35,0.01152,162781.0,0.234,8000.0,20558.44,0.778,0.52,1.73,44.04,9.37,49.31,CAUTION,36.73
6.615,4.194,17.12,26.39,32.01,23.12,0.02374,123330.6,1.71,8000.0,20709.25,0.717,0.658,2.098,29.31,2.92,0.0,NORMAL,0.0
8.649,3.87,15.3,38.64,48.93,28.94,0.01108,142681.4,0.655,8000.0,20576.89,0.563,0.26,3.939,49.78,11.14,82.37,CRITICAL,62.83
2.408,3.41,23.47,25.08,27.33,18.06,0.03028,168811.1,3.522,8000.0,20735.41,0.826,0.584,0.8,25.08,0.0,0.0,NORMAL,0.0
4.266,3.743,70.47,28.45,33.44,22.43,0.02259,94595.6,2.522,8000.0,20742.98,0.765,0.244,1.284,31.12,2.67,0.0,NORMAL,0.0
2.461,3.299,26.03,23.89,27.03,23.82,0.03609,82190.6,0.178,8000.0,20376.18,0.865,0.351,1.209,23.89,0.0,0.0,NORMAL,0.0
1.924,3.256,19.72,26.58,30.25,20.57,0.03071,157575.7,0.811,8000.0,20597.75,0.573,0.661,0.767,26.58,0.0,0.0,NORMAL,0.0
4.16,3.503,65.15,29.37,34.18,23.18,0.03672,174694.5,0.113,8000.0,20575.8,0.486,0.31,0.79,31.76,2.39,0.0,NORMAL,0.0
3.264,3.423,87.25,25.25,28.57,18.58,0.02008,155322.1,1.28,8000.0,20451.89,0.32,0.8,0.819,25.25,0.0,0.0,NORMAL,0.0
3.85,4.158,12.97,22.22,25.59,22.7,0.03725,101900.8,0.818,8000.0,20451.14,0.68,0.464,0.995,22.22,0.0,0.0,NORMAL,0.0
4.846,3.948,55.55,32.34,35.79,22.62,0.0256,140510.6,0.513,8000.0,20490.51,0.832,0.396,1.322,36.39,4.05,6.23,NORMAL,2.16
1.567,3.914,27.25,29.34,29.73,19.5,0.01877,128686.4,1.001,8000.0,20548.96,0.753,0.452,0.78,31.28,1.94,0.0,NORMAL,0.0
5.805,3.961,92.3,33.38,37.83,28.92,0.01032,193313.0,3.437,8000.0,20842.35,0.781,0.249,1.229,37.62,4.24,19.53,NORMAL,16.11
2.199,3.56,47.67,20.77,21.42,21.66,0.03749,162994.9,0.11,8000.0,20638.64,0.519,0.274,0.528,22.0,0.0,0.0,NORMAL,0.0
7.052,4.194,68.25,31.16,37.07,29.25,0.02539,142342.7,0.879,8000.0,20595.3,0.977,0.427,1.783,34.6,3.44,0.91,NORMAL,0.0
3.564,3.781,49.13,28.44,30.85,22.23,0.027,127745.8,2.694,8000.0,20684.66,0.314,0.659,0.51,29.61,1.17,0.0,NORMAL,0.0
8.207,3.409,83.6,31.6,40.07,33.76,0.00927,120680.0,1.555,8000.0,20405.26,0.365,0.201,2.272,38.32,6.71,19.73,NORMAL,16.17
7.166,3.874,54.34,36.02,43.66,29.77,0.0139,96171.5,2.355,8000.0,20827.8,0.832,0.292,2.136,42.65,6.63,41.81,CAUTION,36.54
1.629,3.753,95.13,24.66,25.07,22.43,0.02446,164354.5,4.938,8000.0,20963.72,0.487,0.272,0.731,25.4,0.75,0.0,NORMAL,3.5
8.681,3.809,42.3,31.18,37.26,25.78,0.02114,144718.8,1.348,8000.0,20708.66,0.419,0.474,1.761,37.06,5.88,17.36,NORMAL,36.6
3.251,3.467,74.93,25.7,28.17,20.74,0.03471,89305.0,4.326,8000.0,20942.59,0.547,0.451,0.992,26.18,0.48,0.0,NORMAL,0.0
4.543,3.785,17.98,31.43,36.46,24.02,0.0256,129114.2,0.036,8000.0,20482.81,0.308,0.573,2.194,34.47,3.04,0.0,NORMAL,0.0
3.588,3.274,24.59,29.99,31.14,20.14,0.02807,171959.0,1.821,8000.0,20632.98,0.706,0.396,0.605,32.64,2.65,0.0,NORMAL,0.0
4.165,4.015,57.67,23.25,29.33,18.47,0.01901,97433.5,1.404,8000.0,20675.33,0.611,0.306,1.234,24.62,1.38,0.0,NORMAL,4.19
1.416,3.805,33.34,22.6,24.78,18.23,0.01876,173269.8,3.272,8000.0,20899.41,0.446,0.587,1.35,22.6,0.0,0.0,NORMAL,0.0
12.121,3.863,15.31,33.75,44.79,34.35,0.00626,134955.8,4.893,8000.0,21066.52,0.85,0.608,3.177,50.04,16.29,84.33,CRITICAL,75.48
3.018,3.777,32.29,20.9,22.66,20.47,0.02414,88310.1,2.991,8000.0,20834.69,0.811,0.549,1.134,22.0,0.0,0.0,NORMAL,0.0
6.041,4.187,34.38,30.08,36.69,28.03,0.01293,192813.3,2.577,8000.0,20752.63,0.776,0.577,1.929,33.8,3.72,0.0,NORMAL,5.27
1.109,3.283,66.08,26.99,27.65,21.93,0.02617,102298.6,3.59,8000.0,20921.76,0.953,0.435,0.683,26.99,0.0,0.0,NORMAL,0.0
3.59,3.668,24.96,27.91,29.68,24.69,0.037,85043.8,0.026,8000.0,20442.09,0.509,0.286,1.016,29.5,1.59,0.0,NORMAL,0.0
4.904,3.871,93.55,23.2,26.9,19.76,0.03289,143620.4,3.796,8000.0,20954.39,0.509,0.763,0.532,23.2,0.0,0.0,NORMAL,0.0
13.838,3.802,35.83,35.05,48.83,38.79,0.0057,97886.2,0.507,8000.0,20464.88,0.831,0.258,4.554,60.96,25.91,100.0,CRITICAL,84.15
10.908,3.922,96.72,31.62,42.14,34.15,0.01258,85852.6,4.626,8000.0,21021.7,0.443,0.678,3.016,40.42,8.8,29.92,CAUTION,31.62
3.129,4.18,48.12,25.5,29.62,18.35,0.03321,160707.7,4.513,8000.0,21023.93,0.967,0.481,0.819,26.24,0.73,0.0,NORMAL,0.0
8.84,3.685,75.9,31.06,38.72,23.75,0.02562,92955.8,1.851,8000.0,20698.97,0.471,0.515,2.268,35.59,4.52,13.56,NORMAL,10.93
2.156,3.998,71.05,22.78,24.26,23.79,0.0154,195877.4,0.032,8000.0,20522.11,0.415,0.352,0.726,22.78,0.0,0.0,NORMAL,0.0
3.151,3.698,35.29,25.91,28.72,21.05,0.01811,177428.1,1.324,8000.0,20650.33,0.598,0.698,0.992,27.09,1.18,0.0,NORMAL,0.36
5.468,3.94,49.92,33.92,38.69,27.62,0.01325,184582.0,4.062,8000.0,20880.32,0.32,0.695,2.052,40.39,6.47,27.92,CAUTION,26.2
3.193,3.699,30.64,20.82,24.01,23.67,0.01869,160276.8,1.708,8000.0,20619.15,0.762,0.608,0.57,22.0,0.0,0.0,NORMAL,0.48
4.32,3.652,89.61,26.08,29.0,20.81,0.02293,145429.7,2.032,8000.0,20732.51,0.834,0.379,0.516,27.52,1.44,0.0,NORMAL,0.68
5.422,4.164,89.77,30.81,34.81,26.7,0.0104,162142.7,3.314,8000.0,20829.98,0.552,0.386,1.093,34.13,3.32,0.69,NORMAL,0.0
2.058,3.886,42.38,26.87,29.18,24.93,0.03028,150352.8,1.407,8000.0,20659.73,0.528,0.616,1.278,26.87,0.0,0.0,NORMAL,0.0
10.858,3.882,46.78,37.73,48.37,30.73,0.01708,176956.1,3.154,8000.0,20862.12,0.777,0.213,3.282,47.65,9.92,72.84,HIGH,52.68
6.172,3.72,37.25,28.35,33.17,29.9,0.01749,102244.9,2.226,8000.0,20798.35,0.653,0.798,1.865,31.32,2.97,0.0,NORMAL,7.57
10.618,3.268,36.91,33.36,43.21,33.64,0.01671,95903.8,4.997,8000.0,20973.52,0.63,0.229,3.016,41.5,8.14,40.2,CAUTION,23.35
7.186,3.559,17.87,25.02,33.04,28.97,0.0282,161347.0,4.843,8000.0,20926.63,0.611,0.484,2.303,27.04,2.02,0.0,NORMAL,1.65
11.027,3.25,67.59,30.27,43.39,29.05,0.00602,103965.1,2.549,7458.4,19396.99,0.906,0.702,3.902,43.77,13.5,50.34,HIGH,50.86
3.512,3.94,79.13,24.62,29.1,18.03,0.03083,197580.1,2.078,8000.0,20692.46,0.313,0.554,1.255,24.62,0.0,0.0,NORMAL,0.0
7.214,3.997,40.67,33.58,40.27,24.78,0.01315,97989.1,0.105,8000.0,20389.3,0.686,0.467,2.278,41.06,7.48,34.57,CAUTION,18.88
4.598,3.232,55.16,32.51,36.87,24.4,0.01969,159390.6,1.674,8000.0,20639.64,0.642,0.415,1.941,37.5,4.99,16.92,NORMAL,12.04
13.935,3.699,11.98,42.91,55.0,34.65,0.00624,175728.9,3.638,8000.0,20805.66,0.493,0.327,3.982,65.0,23.76,100.0,CRITICAL,70.17
4.584,4.101,66.7,25.84,30.52,20.4,0.02237,114095.7,3.835,8000.0,20857.36,0.49,0.661,1.254,27.12,1.27,0.0,NORMAL,0.0
4.586,3.306,39.25,28.43,32.69,25.15,0.02078,160497.9,0.816,8000.0,20604.36,0.619,0.617,1.254,29.83,1.41,0.0,NORMAL,0.0
12.015,3.557,23.3,33.83,43.01,29.77,0.00626,194829.4,4.505,8000.0,20775.28,0.313,0.699,2.425,47.86,14.04,70.75,HIGH,57.58
3.789,3.319,11.0,26.26,30.19,19.77,0.03645,194433.2,0.816,8000.0,20595.96,0.615,0.659,1.12,28.29,2.03,0.0,NORMAL,0.0
9.825,3.698,48.42,31.68,40.96,32.95,0.01056,97764.9,4.347,8000.0,20996.88,0.922,0.274,2.438,40.72,9.04,34.22,CAUTION,32.94
4.335,3.733,70.28,23.07,26.55,23.46,0.03719,93693.1,2.088,8000.0,20742.14,0.836,0.208,0.898,23.08,0.01,0.0,NORMAL,0.0
3.761,3.592,31.6,24.07,28.2,18.65,0.03309,116557.6,1.178,8000.0,20554.96,0.492,0.315,0.841,24.68,0.61,0.0,NORMAL,0.0
6.717,4.037,25.11,25.61,32.73,22.48,0.02137,87097.3,3.542,8000.0,21000.21,0.339,0.212,1.935,28.41,2.8,0.0,NORMAL,1.45
2.679,3.61,65.17,21.92,23.56,20.2,0.03783,96895.3,4.293,8000.0,20844.16,0.577,0.727,1.298,22.0,0.0,0.0,NORMAL,0.0
1.117,3.309,63.42,28.98,31.06,20.49,0.03492,126069.0,4.818,8000.0,20996.84,0.517,0.409,1.345,29.24,0.27,0.0,NORMAL,0.0
1.319,3.997,37.45,29.75,32.55,23.44,0.02392,81503.4,3.828,8000.0,21024.45,0.362,0.766,0.993,30.07,0.32,0.0,NORMAL,0.0
3.683,3.413,86.56,20.42,24.57,19.32,0.0289,88382.9,4.803,8000.0,20942.71,0.497,0.278,1.458,22.0,0.0,0.0,NORMAL,0.0
7.096,3.923,63.73,35.52,43.5,31.81,0.00649,195796.4,1.964,8000.0,20678.01,0.982,0.599,3.188,45.36,9.84,58.2,HIGH,40.87
9.59,3.635,83.37,34.38,43.35,34.19,0.00944,166315.2,4.524,8000.0,20962.42,0.983,0.251,3.951,44.61,10.23,52.15,HIGH,43.63
5.723,3.418,93.14,26.8,31.61,22.19,0.02881,117480.1,2.36,8000.0,20781.8,0.453,0.621,1.228,27.86,1.07,0.0,NORMAL,0.0
1.877,3.299,70.76,23.4,25.78,18.14,0.0244,94434.5,0.62,8000.0,20767.1,0.475,0.211,1.157,23.4,0.0,0.0,NORMAL,0.0
6.585,4.027,36.31,33.84,40.54,24.74,0.02983,137503.8,4.828,8000.0,21006.36,0.906,0.251,2.33,38.87,5.03,22.07,NORMAL,7.2
7.735,3.419,70.96,30.7,37.64,32.39,0.01622,151668.4,0.76,8000.0,20576.59,0.843,0.357,3.734,37.13,6.44,15.39,NORMAL,11.33
6.484,4.188,47.89,29.57,35.91,25.8,0.01728,112844.4,0.475,8000.0,20582.32,0.837,0.537,1.741,33.54,3.97,0.0,NORMAL,5.9
1.841,3.723,26.33,21.18,23.21,24.93,0.03927,148028.5,1.553,8000.0,20508.36,0.685,0.505,0.711,22.0,0.0,0.0,NORMAL,0.0
4.006,3.927,25.69,28.37,30.84,18.65,0.01808,134335.6,2.783,8000.0,20873.38,0.634,0.582,0.604,29.64,1.27,0.0,NORMAL,0.0
10.316,3.766,23.83,42.47,52.84,36.54,0.01449,156425.9,1.602,8000.0,20839.83,0.365,0.687,3.113,54.8,12.32,100.0,CRITICAL,71.74
8.025,4.198,51.85,38.18,45.65,28.64,0.01346,130321.1,2.994,8000.0,20986.51,0.944,0.249,3.647,46.71,8.54,64.84,HIGH,40.94
2.603,3.44,63.5,25.49,28.38,24.11,0.02246,140294.1,2.991,8000.0,20829.38,0.914,0.523,1.244,26.53,1.04,0.0,NORMAL,0.0
8.504,3.591,97.71,39.98,47.12,28.93,0.01749,94665.5,3.745,8000.0,20803.3,0.554,0.36,2.23,47.1,7.11,63.82,HIGH,37.79
4.037,4.083,70.59,28.62,31.93,25.0,0.01753,105643.5,4.848,8000.0,20941.86,0.433,0.498,0.813,30.09,1.47,0.0,NORMAL,0.0
4.884,3.392,30.88,27.57,31.65,20.93,0.01836,136133.2,3.131,8000.0,20808.59,0.624,0.248,0.886,29.03,1.46,0.0,NORMAL,0.0
11.322,3.829,85.17,31.52,41.64,32.9,0.01856,143600.8,1.235,8000.0,20599.37,0.986,0.457,2.034,38.75,7.22,24.24,NORMAL,22.38
7.469,4.097,98.55,34.47,39.55,29.28,0.01636,172810.6,0.134,8000.0,20469.54,0.619,0.415,1.781,40.09,5.62,28.07,CAUTION,20.95
4.943,4.192,47.16,20.2,25.08,18.78,0.02406,101890.2,3.114,8000.0,20758.02,0.903,0.752,0.831,22.0,0.0,0.0,NORMAL,0.0
11.108,4.0,89.21,35.24,47.29,38.88,0.00607,163634.8,1.82,8000.0,20619.75,0.702,0.254,4.393,50.63,15.39,84.37,CRITICAL,68.93
10.504,3.27,76.98,33.56,42.27,33.27,0.01476,134728.1,1.814,8000.0,20574.34,0.651,0.261,3.618,43.83,10.27,51.73,HIGH,37.18
4.511,3.768,38.45,28.08,33.64,20.64,0.03325,83537.8,1.653,8000.0,20695.55,0.801,0.472,1.279,32.04,3.97,0.0,NORMAL,0.0
7.259,3.887,10.61,30.66,39.33,23.77,0.02002,86194.7,2.121,8000.0,20810.45,0.966,0.771,2.445,36.37,5.71,13.43,NORMAL,4.63
9.746,3.506,72.84,34.15,40.87,34.64,0.01372,142449.6,2.432,8000.0,20781.09,0.832,0.669,2.937,43.31,9.17,50.73,HIGH,28.85
5.405,3.877,96.88,34.69,38.56,24.24,0.01366,160988.9,3.359,8000.0,20967.53,0.963,0.393,2.169,39.42,4.73,19.74,NORMAL,17.25
14.547,4.111,22.2,43.01,55.0,32.77,0.01085,183432.2,3.843,8000.0,20967.07,0.577,0.629,3.287,63.56,20.55,100.0,CRITICAL,76.43
7.149,3.846,92.36,26.74,32.62,26.3,0.01777,107913.6,2.292,8000.0,20801.32,0.359,0.248,1.528,30.91,4.18,0.0,NORMAL,0.0
1.957,3.694,28.63,27.28,28.38,24.32,0.031,178071.9,0.428,8000.0,20445.81,0.388,0.79,1.309,28.63,1.35,0.0,NORMAL,0.0
4.162,3.959,58.74,20.44,24.62,23.05,0.0315,101102.7,2.209,8000.0,20648.83,0.44,0.308,0.585,22.0,0.0,0.0,NORMAL,0.0
12.807,3.497,59.73,30.03,40.5,34.24,0.01748,158108.4,4.489,8000.0,20913.34,0.833,0.299,2.474,39.16,9.13,27.96,CAUTION,25.85
12.322,3.868,29.87,39.84,52.25,37.87,0.0096,100388.3,4.532,8000.0,20931.54,0.503,0.207,4.707,57.89,18.05,100.0,CRITICAL,77.61
4.795,3.707,12.16,22.62,28.45,20.97,0.03847,155138.3,4.828,8000.0,20893.12,0.453,0.376,0.774,22.62,0.0,0.0,NORMAL,0.0
1.063,3.811,25.64,25.02,24.75,23.09,0.02112,112721.5,3.959,8000.0,21010.22,0.924,0.24,1.117,26.45,1.42,0.0,NORMAL,0.0
8.398,3.69,45.15,31.2,39.31,33.99,0.01301,125393.2,3.515,8000.0,20968.1,0.921,0.758,2.499,38.25,7.05,26.34,CAUTION,26.23
3.117,3.615,27.03,28.49,30.09,21.05,0.02431,157587.1,2.728,8000.0,20705.27,0.331,0.414,0.564,29.51,1.02,0.0,NORMAL,0.0
4.207,3.252,70.39,26.11,31.21,24.54,0.02346,143654.1,1.674,8000.0,20645.47,0.752,0.518,1.285,27.15,1.04,0.0,NORMAL,0.0
11.882,3.822,53.92,39.15,49.99,32.31,0.0051,90659.7,4.066,8000.0,20834.08,0.568,0.353,2.526,55.93,16.78,100.0,CRITICAL,76.37
9.955,4.177,41.87,37.79,47.37,29.39,0.01393,154120.9,0.893,8000.0,20524.43,0.495,0.29,2.195,47.6,9.81,67.67,HIGH,40.17
10.088,3.554,30.96,31.58,41.22,32.03,0.00775,147517.2,3.685,8000.0,20958.17,0.59,0.24,3.825,44.16,12.58,55.44,HIGH,43.1
4.028,3.825,69.61,26.56,31.92,26.34,0.01082,168917.2,2.717,8000.0,20698.41,0.714,0.479,1.749,29.19,2.63,0.0,NORMAL,8.15
1.737,3.924,90.27,27.27,28.07,18.44,0.03396,182257.4,2.925,8000.0,20809.62,0.909,0.403,1.368,27.27,0.0,0.0,NORMAL,0.0
12.482,3.804,68.57,36.11,48.89,30.41,0.0134,103619.5,1.956,8000.0,20465.8,0.692,0.533,3.818,49.86,13.75,85.53,CRITICAL,64.25
2.007,4.1,46.81,28.27,31.93,24.65,0.02088,160864.9,2.819,8000.0,20920.62,0.888,0.745,0.906,29.7,1.44,0.0,NORMAL,0.0
1.623,4.132,12.51,27.89,30.82,23.5,0.03908,122364.9,3.927,8000.0,20899.3,0.409,0.784,0.678,29.2,1.32,0.0,NORMAL,0.0
8.659,4.071,81.12,39.84,49.26,32.9,0.01789,108321.4,2.412,8000.0,20810.69,0.503,0.755,2.229,48.55,8.72,74.02,HIGH,51.18
4.869,3.621,57.22,30.46,34.31,26.66,0.02146,165572.7,4.031,8000.0,20927.03,0.885,0.382,1.018,33.29,2.83,0.0,NORMAL,0.0
